"Id","Label","group"
659,"Conrad_Almayer_1895_31","Conrad"
660,"Conrad_Almayer_1895_32","Conrad"
661,"Conrad_Almayer_1895_33","Conrad"
662,"Conrad_Almayer_1895_34","Conrad"
663,"Conrad_Almayer_1895_35","Conrad"
664,"Conrad_Almayer_1895_36","Conrad"
665,"Conrad_Almayer_1895_37","Conrad"
666,"Conrad_Almayer_1895_38","Conrad"
667,"Conrad_Almayer_1895_39","Conrad"
668,"Conrad_Almayer_1895_40","Conrad"
669,"Conrad_Almayer_1895_41","Conrad"
670,"Conrad_Almayer_1895_42","Conrad"
671,"Conrad_Almayer_1895_43","Conrad"
672,"Conrad_Almayer_1895_44","Conrad"
673,"Conrad_Almayer_1895_45","Conrad"
674,"Conrad_Almayer_1895_46","Conrad"
675,"Conrad_Almayer_1895_47","Conrad"
676,"Conrad_Almayer_1895_48","Conrad"
677,"Conrad_Almayer_1895_49","Conrad"
678,"Conrad_Almayer_1895_50","Conrad"
679,"Conrad_Almayer_1895_51","Conrad"
680,"Conrad_Almayer_1895_52","Conrad"
681,"Conrad_Almayer_1895_53","Conrad"
682,"Conrad_Almayer_1895_54","Conrad"
683,"Conrad_Almayer_1895_55","Conrad"
684,"Conrad_Almayer_1895_56","Conrad"
685,"Conrad_Almayer_1895_57","Conrad"
686,"Conrad_Almayer_1895_58","Conrad"
687,"Conrad_Almayer_1895_59","Conrad"
688,"Conrad_Almayer_1895_60","Conrad"
689,"Conrad_Almayer_1895_61","Conrad"
690,"Conrad_Almayer_1895_62","Conrad"
691,"Conrad_Almayer_1895_63","Conrad"
692,"Conrad_Nostromo_1904_1","Conrad"
693,"Conrad_Nostromo_1904_2","Conrad"
694,"Conrad_Nostromo_1904_3","Conrad"
695,"Conrad_Nostromo_1904_4","Conrad"
696,"Conrad_Nostromo_1904_5","Conrad"
697,"Conrad_Nostromo_1904_6","Conrad"
698,"Conrad_Nostromo_1904_7","Conrad"
699,"Conrad_Nostromo_1904_8","Conrad"
700,"Conrad_Nostromo_1904_9","Conrad"
701,"Conrad_Nostromo_1904_10","Conrad"
702,"Conrad_Nostromo_1904_11","Conrad"
703,"Conrad_Nostromo_1904_12","Conrad"
704,"Conrad_Nostromo_1904_13","Conrad"
705,"Conrad_Nostromo_1904_14","Conrad"
706,"Conrad_Nostromo_1904_15","Conrad"
707,"Conrad_Nostromo_1904_16","Conrad"
708,"Conrad_Nostromo_1904_17","Conrad"
709,"Conrad_Nostromo_1904_18","Conrad"
710,"Conrad_Nostromo_1904_19","Conrad"
711,"Conrad_Nostromo_1904_20","Conrad"
712,"Conrad_Nostromo_1904_21","Conrad"
713,"Conrad_Nostromo_1904_22","Conrad"
714,"Conrad_Nostromo_1904_23","Conrad"
715,"Conrad_Nostromo_1904_24","Conrad"
716,"Conrad_Nostromo_1904_25","Conrad"
717,"Conrad_Nostromo_1904_26","Conrad"
718,"Conrad_Nostromo_1904_27","Conrad"
719,"Conrad_Nostromo_1904_28","Conrad"
720,"Conrad_Nostromo_1904_29","Conrad"
721,"Conrad_Nostromo_1904_30","Conrad"
722,"Conrad_Nostromo_1904_31","Conrad"
723,"Conrad_Nostromo_1904_32","Conrad"
724,"Conrad_Nostromo_1904_33","Conrad"
725,"Conrad_Nostromo_1904_34","Conrad"
726,"Conrad_Nostromo_1904_35","Conrad"
727,"Conrad_Nostromo_1904_36","Conrad"
728,"Conrad_Nostromo_1904_37","Conrad"
729,"Conrad_Nostromo_1904_38","Conrad"
730,"Conrad_Nostromo_1904_39","Conrad"
731,"Conrad_Nostromo_1904_40","Conrad"
732,"Conrad_Nostromo_1904_41","Conrad"
733,"Conrad_Nostromo_1904_42","Conrad"
734,"Conrad_Nostromo_1904_43","Conrad"
735,"Conrad_Nostromo_1904_44","Conrad"
736,"Conrad_Nostromo_1904_45","Conrad"
737,"Conrad_Nostromo_1904_46","Conrad"
738,"Conrad_Nostromo_1904_47","Conrad"
739,"Conrad_Nostromo_1904_48","Conrad"
740,"Conrad_Nostromo_1904_49","Conrad"
741,"Conrad_Nostromo_1904_50","Conrad"
742,"Conrad_Nostromo_1904_51","Conrad"
743,"Conrad_Nostromo_1904_52","Conrad"
744,"Conrad_Nostromo_1904_53","Conrad"
745,"Conrad_Nostromo_1904_54","Conrad"
746,"Conrad_Nostromo_1904_55","Conrad"
747,"Conrad_Nostromo_1904_56","Conrad"
748,"Conrad_Nostromo_1904_57","Conrad"
749,"Conrad_Nostromo_1904_58","Conrad"
750,"Conrad_Nostromo_1904_59","Conrad"
751,"Conrad_Nostromo_1904_60","Conrad"
752,"Conrad_Nostromo_1904_61","Conrad"
753,"Conrad_Nostromo_1904_62","Conrad"
754,"Conrad_Nostromo_1904_63","Conrad"
755,"Conrad_Nostromo_1904_64","Conrad"
756,"Conrad_Nostromo_1904_65","Conrad"
757,"Conrad_Nostromo_1904_66","Conrad"
758,"Conrad_Nostromo_1904_67","Conrad"
759,"Conrad_Nostromo_1904_68","Conrad"
760,"Conrad_Nostromo_1904_69","Conrad"
761,"Conrad_Nostromo_1904_70","Conrad"
762,"Conrad_Nostromo_1904_71","Conrad"
763,"Conrad_Nostromo_1904_72","Conrad"
764,"Conrad_Nostromo_1904_73","Conrad"
765,"Conrad_Nostromo_1904_74","Conrad"
766,"Conrad_Nostromo_1904_75","Conrad"
767,"Conrad_Nostromo_1904_76","Conrad"
768,"Conrad_Nostromo_1904_77","Conrad"
769,"Conrad_Nostromo_1904_78","Conrad"
770,"Conrad_Nostromo_1904_79","Conrad"
771,"Conrad_Nostromo_1904_80","Conrad"
772,"Conrad_Nostromo_1904_81","Conrad"
773,"Conrad_Nostromo_1904_82","Conrad"
774,"Conrad_Nostromo_1904_83","Conrad"
775,"Conrad_Nostromo_1904_84","Conrad"
776,"Conrad_Nostromo_1904_85","Conrad"
777,"Conrad_Nostromo_1904_86","Conrad"
778,"Conrad_Nostromo_1904_87","Conrad"
779,"Conrad_Nostromo_1904_88","Conrad"
780,"Conrad_Nostromo_1904_89","Conrad"
781,"Conrad_Nostromo_1904_90","Conrad"
782,"Conrad_Nostromo_1904_91","Conrad"
783,"Conrad_Nostromo_1904_92","Conrad"
784,"Conrad_Nostromo_1904_93","Conrad"
785,"Conrad_Nostromo_1904_94","Conrad"
786,"Conrad_Nostromo_1904_95","Conrad"
787,"Conrad_Nostromo_1904_96","Conrad"
788,"Conrad_Nostromo_1904_97","Conrad"
789,"Conrad_Nostromo_1904_98","Conrad"
790,"Conrad_Nostromo_1904_99","Conrad"
791,"Conrad_Nostromo_1904_100","Conrad"
792,"Conrad_Nostromo_1904_101","Conrad"
793,"Conrad_Nostromo_1904_102","Conrad"
794,"Conrad_Nostromo_1904_103","Conrad"
795,"Conrad_Nostromo_1904_104","Conrad"
796,"Conrad_Nostromo_1904_105","Conrad"
797,"Conrad_Nostromo_1904_106","Conrad"
798,"Conrad_Nostromo_1904_107","Conrad"
799,"Conrad_Nostromo_1904_108","Conrad"
800,"Conrad_Nostromo_1904_109","Conrad"
801,"Conrad_Nostromo_1904_110","Conrad"
802,"Conrad_Nostromo_1904_111","Conrad"
803,"Conrad_Nostromo_1904_112","Conrad"
804,"Conrad_Nostromo_1904_113","Conrad"
805,"Conrad_Nostromo_1904_114","Conrad"
806,"Conrad_Nostromo_1904_115","Conrad"
807,"Conrad_Nostromo_1904_116","Conrad"
808,"Conrad_Nostromo_1904_117","Conrad"
809,"Conrad_Nostromo_1904_118","Conrad"
810,"Conrad_Nostromo_1904_119","Conrad"
811,"Conrad_Nostromo_1904_120","Conrad"
812,"Conrad_Nostromo_1904_121","Conrad"
813,"Conrad_Nostromo_1904_122","Conrad"
814,"Conrad_Nostromo_1904_123","Conrad"
815,"Conrad_Nostromo_1904_124","Conrad"
816,"Conrad_Nostromo_1904_125","Conrad"
817,"Conrad_Nostromo_1904_126","Conrad"
818,"Conrad_Nostromo_1904_127","Conrad"
819,"Conrad_Nostromo_1904_128","Conrad"
820,"Conrad_Nostromo_1904_129","Conrad"
821,"Conrad_Nostromo_1904_130","Conrad"
822,"Conrad_Nostromo_1904_131","Conrad"
823,"Conrad_Nostromo_1904_132","Conrad"
824,"Conrad_Nostromo_1904_133","Conrad"
825,"Conrad_Nostromo_1904_134","Conrad"
826,"Conrad_Nostromo_1904_135","Conrad"
827,"Conrad_Nostromo_1904_136","Conrad"
828,"Conrad_Nostromo_1904_137","Conrad"
829,"Conrad_Nostromo_1904_138","Conrad"
830,"Conrad_Nostromo_1904_139","Conrad"
831,"Conrad_Nostromo_1904_140","Conrad"
832,"Conrad_Nostromo_1904_141","Conrad"
833,"Conrad_Nostromo_1904_142","Conrad"
834,"Conrad_Nostromo_1904_143","Conrad"
835,"Conrad_Nostromo_1904_144","Conrad"
836,"Conrad_Nostromo_1904_145","Conrad"
837,"Conrad_Nostromo_1904_146","Conrad"
838,"Conrad_Nostromo_1904_147","Conrad"
839,"Conrad_Nostromo_1904_148","Conrad"
840,"Conrad_Nostromo_1904_149","Conrad"
841,"Conrad_Nostromo_1904_150","Conrad"
842,"Conrad_Nostromo_1904_151","Conrad"
843,"Conrad_Nostromo_1904_152","Conrad"
844,"Conrad_Nostromo_1904_153","Conrad"
845,"Conrad_Nostromo_1904_154","Conrad"
846,"Conrad_Nostromo_1904_155","Conrad"
847,"Conrad_Nostromo_1904_156","Conrad"
848,"Conrad_Nostromo_1904_157","Conrad"
849,"Conrad_Nostromo_1904_158","Conrad"
850,"Conrad_Nostromo_1904_159","Conrad"
851,"Conrad_Nostromo_1904_160","Conrad"
852,"Conrad_Nostromo_1904_161","Conrad"
853,"Conrad_Nostromo_1904_162","Conrad"
854,"Conrad_Nostromo_1904_163","Conrad"
855,"Conrad_Nostromo_1904_164","Conrad"
856,"Conrad_Nostromo_1904_165","Conrad"
857,"Conrad_Nostromo_1904_166","Conrad"
858,"Conrad_Nostromo_1904_167","Conrad"
859,"Conrad_Nostromo_1904_168","Conrad"
860,"Conrad_Nostromo_1904_169","Conrad"
861,"Conrad_Nostromo_1904_170","Conrad"
862,"Conrad_Nostromo_1904_171","Conrad"
863,"Conrad_Nostromo_1904_172","Conrad"
864,"Conrad_Rover_1923_1","Conrad"
865,"Conrad_Rover_1923_2","Conrad"
866,"Conrad_Rover_1923_3","Conrad"
867,"Conrad_Rover_1923_4","Conrad"
868,"Conrad_Rover_1923_5","Conrad"
869,"Conrad_Rover_1923_6","Conrad"
870,"Conrad_Rover_1923_7","Conrad"
871,"Conrad_Rover_1923_8","Conrad"
872,"Conrad_Rover_1923_9","Conrad"
873,"Conrad_Rover_1923_10","Conrad"
874,"Conrad_Rover_1923_11","Conrad"
875,"Conrad_Rover_1923_12","Conrad"
876,"Conrad_Rover_1923_13","Conrad"
877,"Conrad_Rover_1923_14","Conrad"
878,"Conrad_Rover_1923_15","Conrad"
879,"Conrad_Rover_1923_16","Conrad"
880,"Conrad_Rover_1923_17","Conrad"
881,"Conrad_Rover_1923_18","Conrad"
882,"Conrad_Rover_1923_19","Conrad"
883,"Conrad_Rover_1923_20","Conrad"
884,"Conrad_Rover_1923_21","Conrad"
885,"Conrad_Rover_1923_22","Conrad"
886,"Conrad_Rover_1923_23","Conrad"
887,"Conrad_Rover_1923_24","Conrad"
888,"Conrad_Rover_1923_25","Conrad"
889,"Conrad_Rover_1923_26","Conrad"
890,"Conrad_Rover_1923_27","Conrad"
891,"Conrad_Rover_1923_28","Conrad"
892,"Conrad_Rover_1923_29","Conrad"
893,"Conrad_Rover_1923_30","Conrad"
894,"Conrad_Rover_1923_31","Conrad"
895,"Conrad_Rover_1923_32","Conrad"
896,"Conrad_Rover_1923_33","Conrad"
897,"Conrad_Rover_1923_34","Conrad"
898,"Conrad_Rover_1923_35","Conrad"
899,"Conrad_Rover_1923_36","Conrad"
900,"Conrad_Rover_1923_37","Conrad"
901,"Conrad_Rover_1923_38","Conrad"
902,"Conrad_Rover_1923_39","Conrad"
903,"Conrad_Rover_1923_40","Conrad"
904,"Conrad_Rover_1923_41","Conrad"
905,"Conrad_Rover_1923_42","Conrad"
906,"Conrad_Rover_1923_43","Conrad"
907,"Conrad_Rover_1923_44","Conrad"
908,"Conrad_Rover_1923_45","Conrad"
909,"Conrad_Rover_1923_46","Conrad"
910,"Conrad_Rover_1923_47","Conrad"
911,"Conrad_Rover_1923_48","Conrad"
912,"Conrad_Rover_1923_49","Conrad"
913,"Conrad_Rover_1923_50","Conrad"
914,"Conrad_Rover_1923_51","Conrad"
915,"Conrad_Rover_1923_52","Conrad"
916,"Conrad_Rover_1923_53","Conrad"
917,"Conrad_Rover_1923_54","Conrad"
918,"Conrad_Rover_1923_55","Conrad"
919,"Conrad_Rover_1923_56","Conrad"
920,"Conrad_Rover_1923_57","Conrad"
921,"Conrad_Rover_1923_58","Conrad"
922,"Conrad_Rover_1923_59","Conrad"
923,"Conrad_Rover_1923_60","Conrad"
924,"Conrad_Rover_1923_61","Conrad"
925,"Conrad_Rover_1923_62","Conrad"
926,"Conrad_Rover_1923_63","Conrad"
927,"Conrad_Rover_1923_64","Conrad"
928,"Conrad_Rover_1923_65","Conrad"
929,"Conrad_Rover_1923_66","Conrad"
930,"Conrad_Rover_1923_67","Conrad"
931,"Conrad_Rover_1923_68","Conrad"
932,"Conrad_Rover_1923_69","Conrad"
933,"Conrad_Rover_1923_70","Conrad"
934,"Conrad_Rover_1923_71","Conrad"
935,"Conrad_Rover_1923_72","Conrad"
936,"Conrad_Rover_1923_73","Conrad"
937,"Conrad_Rover_1923_74","Conrad"
938,"Conrad_Rover_1923_75","Conrad"
939,"Conrad_Rover_1923_76","Conrad"
940,"Conrad_Rover_1923_77","Conrad"
941,"Conrad_Rover_1923_78","Conrad"
942,"Conrad_Rover_1923_79","Conrad"
943,"Conrad_Rover_1923_80","Conrad"
944,"Conrad_Rover_1923_81","Conrad"
945,"Conrad_Rover_1923_82","Conrad"
946,"Conrad_Rover_1923_83","Conrad"
947,"Conrad_Rover_1923_84","Conrad"
948,"Conrad_Rover_1923_85","Conrad"
949,"Conrad_Rover_1923_86","Conrad"
950,"Conrad_Rover_1923_87","Conrad"
951,"Conrad_Rover_1923_88","Conrad"
952,"Doyle_Hound_1902_1","Doyle"
953,"Doyle_Hound_1902_2","Doyle"
954,"Doyle_Hound_1902_3","Doyle"
955,"Doyle_Hound_1902_4","Doyle"
956,"Doyle_Hound_1902_5","Doyle"
957,"Doyle_Hound_1902_6","Doyle"
958,"Doyle_Hound_1902_7","Doyle"
959,"Doyle_Hound_1902_8","Doyle"
960,"Doyle_Hound_1902_9","Doyle"
961,"Doyle_Hound_1902_10","Doyle"
962,"Doyle_Hound_1902_11","Doyle"
963,"Doyle_Hound_1902_12","Doyle"
964,"Doyle_Hound_1902_13","Doyle"
965,"Doyle_Hound_1902_14","Doyle"
966,"Doyle_Hound_1902_15","Doyle"
967,"Doyle_Hound_1902_16","Doyle"
968,"Doyle_Hound_1902_17","Doyle"
969,"Doyle_Hound_1902_18","Doyle"
970,"Doyle_Hound_1902_19","Doyle"
971,"Doyle_Hound_1902_20","Doyle"
972,"Doyle_Hound_1902_21","Doyle"
973,"Doyle_Hound_1902_22","Doyle"
974,"Doyle_Hound_1902_23","Doyle"
975,"Doyle_Hound_1902_24","Doyle"
976,"Doyle_Hound_1902_25","Doyle"
977,"Doyle_Hound_1902_26","Doyle"
978,"Doyle_Hound_1902_27","Doyle"
979,"Doyle_Hound_1902_28","Doyle"
980,"Doyle_Hound_1902_29","Doyle"
981,"Doyle_Hound_1902_30","Doyle"
982,"Doyle_Hound_1902_31","Doyle"
983,"Doyle_Hound_1902_32","Doyle"
984,"Doyle_Hound_1902_33","Doyle"
985,"Doyle_Hound_1902_34","Doyle"
986,"Doyle_Hound_1902_35","Doyle"
987,"Doyle_Hound_1902_36","Doyle"
988,"Doyle_Hound_1902_37","Doyle"
989,"Doyle_Hound_1902_38","Doyle"
990,"Doyle_Hound_1902_39","Doyle"
991,"Doyle_Hound_1902_40","Doyle"
992,"Doyle_Hound_1902_41","Doyle"
993,"Doyle_Hound_1902_42","Doyle"
994,"Doyle_Hound_1902_43","Doyle"
995,"Doyle_Hound_1902_44","Doyle"
996,"Doyle_Hound_1902_45","Doyle"
997,"Doyle_Hound_1902_46","Doyle"
998,"Doyle_Hound_1902_47","Doyle"
999,"Doyle_Hound_1902_48","Doyle"
1000,"Doyle_Hound_1902_49","Doyle"
1001,"Doyle_Hound_1902_50","Doyle"
1002,"Doyle_Hound_1902_51","Doyle"
1003,"Doyle_Hound_1902_52","Doyle"
1004,"Doyle_Hound_1902_53","Doyle"
1005,"Doyle_Hound_1902_54","Doyle"
1006,"Doyle_Hound_1902_55","Doyle"
1007,"Doyle_Hound_1902_56","Doyle"
1008,"Doyle_Hound_1902_57","Doyle"
1009,"Doyle_Hound_1902_58","Doyle"
1010,"Doyle_Hound_1902_59","Doyle"
1011,"Doyle_Hound_1902_60","Doyle"
1012,"Doyle_Lost_1912_1","Doyle"
1013,"Doyle_Lost_1912_2","Doyle"
1014,"Doyle_Lost_1912_3","Doyle"
1015,"Doyle_Lost_1912_4","Doyle"
1016,"Doyle_Lost_1912_5","Doyle"
1017,"Doyle_Lost_1912_6","Doyle"
1018,"Doyle_Lost_1912_7","Doyle"
1019,"Doyle_Lost_1912_8","Doyle"
1020,"Doyle_Lost_1912_9","Doyle"
1021,"Doyle_Lost_1912_10","Doyle"
1022,"Doyle_Lost_1912_11","Doyle"
1023,"Doyle_Lost_1912_12","Doyle"
1024,"Doyle_Lost_1912_13","Doyle"
1025,"Doyle_Lost_1912_14","Doyle"
1026,"Doyle_Lost_1912_15","Doyle"
1027,"Doyle_Lost_1912_16","Doyle"
1028,"Doyle_Lost_1912_17","Doyle"
1029,"Doyle_Lost_1912_18","Doyle"
1030,"Doyle_Lost_1912_19","Doyle"
1031,"Doyle_Lost_1912_20","Doyle"
1032,"Doyle_Lost_1912_21","Doyle"
1033,"Doyle_Lost_1912_22","Doyle"
1034,"Doyle_Lost_1912_23","Doyle"
1035,"Doyle_Lost_1912_24","Doyle"
1036,"Doyle_Lost_1912_25","Doyle"
1037,"Doyle_Lost_1912_26","Doyle"
1038,"Doyle_Lost_1912_27","Doyle"
1039,"Doyle_Lost_1912_28","Doyle"
1040,"Doyle_Lost_1912_29","Doyle"
1041,"Doyle_Lost_1912_30","Doyle"
1042,"Doyle_Lost_1912_31","Doyle"
1043,"Doyle_Lost_1912_32","Doyle"
1044,"Doyle_Lost_1912_33","Doyle"
1045,"Doyle_Lost_1912_34","Doyle"
1046,"Doyle_Lost_1912_35","Doyle"
1047,"Doyle_Lost_1912_36","Doyle"
1048,"Doyle_Lost_1912_37","Doyle"
1049,"Doyle_Lost_1912_38","Doyle"
1050,"Doyle_Lost_1912_39","Doyle"
1051,"Doyle_Lost_1912_40","Doyle"
1052,"Doyle_Lost_1912_41","Doyle"
1053,"Doyle_Lost_1912_42","Doyle"
1054,"Doyle_Lost_1912_43","Doyle"
1055,"Doyle_Lost_1912_44","Doyle"
1056,"Doyle_Lost_1912_45","Doyle"
1057,"Doyle_Lost_1912_46","Doyle"
1058,"Doyle_Lost_1912_47","Doyle"
1059,"Doyle_Lost_1912_48","Doyle"
1060,"Doyle_Lost_1912_49","Doyle"
1061,"Doyle_Lost_1912_50","Doyle"
1062,"Doyle_Lost_1912_51","Doyle"
1063,"Doyle_Lost_1912_52","Doyle"
1064,"Doyle_Lost_1912_53","Doyle"
1065,"Doyle_Lost_1912_54","Doyle"
1066,"Doyle_Lost_1912_55","Doyle"
1067,"Doyle_Lost_1912_56","Doyle"
1068,"Doyle_Lost_1912_57","Doyle"
1069,"Doyle_Lost_1912_58","Doyle"
1070,"Doyle_Lost_1912_59","Doyle"
1071,"Doyle_Lost_1912_60","Doyle"
1072,"Doyle_Lost_1912_61","Doyle"
1073,"Doyle_Lost_1912_62","Doyle"
1074,"Doyle_Lost_1912_63","Doyle"
1075,"Doyle_Lost_1912_64","Doyle"
1076,"Doyle_Lost_1912_65","Doyle"
1077,"Doyle_Lost_1912_66","Doyle"
1078,"Doyle_Lost_1912_67","Doyle"
1079,"Doyle_Lost_1912_68","Doyle"
1080,"Doyle_Lost_1912_69","Doyle"
1081,"Doyle_Lost_1912_70","Doyle"
1082,"Doyle_Lost_1912_71","Doyle"
1083,"Doyle_Lost_1912_72","Doyle"
1084,"Doyle_Lost_1912_73","Doyle"
1085,"Doyle_Lost_1912_74","Doyle"
1086,"Doyle_Lost_1912_75","Doyle"
1087,"Doyle_Lost_1912_76","Doyle"
1088,"Doyle_Lost_1912_77","Doyle"
1089,"Doyle_Study_1887_1","Doyle"
1090,"Doyle_Study_1887_2","Doyle"
1091,"Doyle_Study_1887_3","Doyle"
1092,"Doyle_Study_1887_4","Doyle"
1093,"Doyle_Study_1887_5","Doyle"
1094,"Doyle_Study_1887_6","Doyle"
1095,"Doyle_Study_1887_7","Doyle"
1096,"Doyle_Study_1887_8","Doyle"
1097,"Doyle_Study_1887_9","Doyle"
1098,"Doyle_Study_1887_10","Doyle"
1099,"Doyle_Study_1887_11","Doyle"
1100,"Doyle_Study_1887_12","Doyle"
1101,"Doyle_Study_1887_13","Doyle"
1102,"Doyle_Study_1887_14","Doyle"
1103,"Doyle_Study_1887_15","Doyle"
1104,"Doyle_Study_1887_16","Doyle"
1105,"Doyle_Study_1887_17","Doyle"
1106,"Doyle_Study_1887_18","Doyle"
1107,"Doyle_Study_1887_19","Doyle"
1108,"Doyle_Study_1887_20","Doyle"
1109,"Doyle_Study_1887_21","Doyle"
1110,"Doyle_Study_1887_22","Doyle"
1111,"Doyle_Study_1887_23","Doyle"
1112,"Doyle_Study_1887_24","Doyle"
1113,"Doyle_Study_1887_25","Doyle"
1114,"Doyle_Study_1887_26","Doyle"
1115,"Doyle_Study_1887_27","Doyle"
1116,"Doyle_Study_1887_28","Doyle"
1117,"Doyle_Study_1887_29","Doyle"
1118,"Doyle_Study_1887_30","Doyle"
1119,"Doyle_Study_1887_31","Doyle"
1120,"Doyle_Study_1887_32","Doyle"
1121,"Doyle_Study_1887_33","Doyle"
1122,"Doyle_Study_1887_34","Doyle"
1123,"Doyle_Study_1887_35","Doyle"
1124,"Doyle_Study_1887_36","Doyle"
1125,"Doyle_Study_1887_37","Doyle"
1126,"Doyle_Study_1887_38","Doyle"
1127,"Doyle_Study_1887_39","Doyle"
1128,"Doyle_Study_1887_40","Doyle"
1129,"Doyle_Study_1887_41","Doyle"
1130,"Doyle_Study_1887_42","Doyle"
1131,"Doyle_Study_1887_43","Doyle"
1132,"Doyle_Study_1887_44","Doyle"
1133,"Woolf_Lighthouse_1927_1","Woolf"
1134,"Woolf_Lighthouse_1927_2","Woolf"
1135,"Woolf_Lighthouse_1927_3","Woolf"
1136,"Woolf_Lighthouse_1927_4","Woolf"
1137,"Woolf_Lighthouse_1927_5","Woolf"
1138,"Woolf_Lighthouse_1927_6","Woolf"
1139,"Woolf_Lighthouse_1927_7","Woolf"
1140,"Woolf_Lighthouse_1927_8","Woolf"
1141,"Woolf_Lighthouse_1927_9","Woolf"
1142,"Woolf_Lighthouse_1927_10","Woolf"
1143,"Woolf_Lighthouse_1927_11","Woolf"
1144,"Woolf_Lighthouse_1927_12","Woolf"
1145,"Woolf_Lighthouse_1927_13","Woolf"
1146,"Woolf_Lighthouse_1927_14","Woolf"
1147,"Woolf_Lighthouse_1927_15","Woolf"
1148,"Woolf_Lighthouse_1927_16","Woolf"
1149,"Woolf_Lighthouse_1927_17","Woolf"
1150,"Woolf_Lighthouse_1927_18","Woolf"
1151,"Woolf_Lighthouse_1927_19","Woolf"
1152,"Woolf_Lighthouse_1927_20","Woolf"
1153,"Woolf_Lighthouse_1927_21","Woolf"
1154,"Woolf_Lighthouse_1927_22","Woolf"
1155,"Woolf_Lighthouse_1927_23","Woolf"
1156,"Woolf_Lighthouse_1927_24","Woolf"
1157,"Woolf_Lighthouse_1927_25","Woolf"
1158,"Woolf_Lighthouse_1927_26","Woolf"
1159,"Woolf_Lighthouse_1927_27","Woolf"
1160,"Woolf_Lighthouse_1927_28","Woolf"
1161,"Woolf_Lighthouse_1927_29","Woolf"
1162,"Woolf_Lighthouse_1927_30","Woolf"
1163,"Woolf_Lighthouse_1927_31","Woolf"
1164,"Woolf_Lighthouse_1927_32","Woolf"
1165,"Woolf_Lighthouse_1927_33","Woolf"
1166,"Woolf_Lighthouse_1927_34","Woolf"
1167,"Woolf_Lighthouse_1927_35","Woolf"
1168,"Woolf_Lighthouse_1927_36","Woolf"
1169,"Woolf_Lighthouse_1927_37","Woolf"
1170,"Woolf_Lighthouse_1927_38","Woolf"
1171,"Woolf_Lighthouse_1927_39","Woolf"
1172,"Woolf_Lighthouse_1927_40","Woolf"
1173,"Woolf_Lighthouse_1927_41","Woolf"
1174,"Woolf_Lighthouse_1927_42","Woolf"
1175,"Woolf_Lighthouse_1927_43","Woolf"
1176,"Woolf_Lighthouse_1927_44","Woolf"
1177,"Woolf_Lighthouse_1927_45","Woolf"
1178,"Woolf_Lighthouse_1927_46","Woolf"
1179,"Woolf_Lighthouse_1927_47","Woolf"
1180,"Woolf_Lighthouse_1927_48","Woolf"
1181,"Woolf_Lighthouse_1927_49","Woolf"
1182,"Woolf_Lighthouse_1927_50","Woolf"
1183,"Woolf_Lighthouse_1927_51","Woolf"
1184,"Woolf_Lighthouse_1927_52","Woolf"
1185,"Woolf_Lighthouse_1927_53","Woolf"
1186,"Woolf_Lighthouse_1927_54","Woolf"
1187,"Woolf_Lighthouse_1927_55","Woolf"
1188,"Woolf_Lighthouse_1927_56","Woolf"
1189,"Woolf_Lighthouse_1927_57","Woolf"
1190,"Woolf_Lighthouse_1927_58","Woolf"
1191,"Woolf_Lighthouse_1927_59","Woolf"
1192,"Woolf_Lighthouse_1927_60","Woolf"
1193,"Woolf_Lighthouse_1927_61","Woolf"
1194,"Woolf_Lighthouse_1927_62","Woolf"
1195,"Woolf_Lighthouse_1927_63","Woolf"
1196,"Woolf_Lighthouse_1927_64","Woolf"
1197,"Woolf_Lighthouse_1927_65","Woolf"
1198,"Woolf_Lighthouse_1927_66","Woolf"
1199,"Woolf_Lighthouse_1927_67","Woolf"
1200,"Woolf_Lighthouse_1927_68","Woolf"
1201,"Woolf_Lighthouse_1927_69","Woolf"
1202,"Woolf_Lighthouse_1927_70","Woolf"
1203,"Woolf_Night_1919_1","Woolf"
1204,"Woolf_Night_1919_2","Woolf"
1205,"Woolf_Night_1919_3","Woolf"
1206,"Woolf_Night_1919_4","Woolf"
1207,"Woolf_Night_1919_5","Woolf"
1208,"Woolf_Night_1919_6","Woolf"
1209,"Woolf_Night_1919_7","Woolf"
1210,"Woolf_Night_1919_8","Woolf"
1211,"Woolf_Night_1919_9","Woolf"
1212,"Woolf_Night_1919_10","Woolf"
1213,"Woolf_Night_1919_11","Woolf"
1214,"Woolf_Night_1919_12","Woolf"
1215,"Woolf_Night_1919_13","Woolf"
1216,"Woolf_Night_1919_14","Woolf"
1217,"Woolf_Night_1919_15","Woolf"
1218,"Woolf_Night_1919_16","Woolf"
1219,"Woolf_Night_1919_17","Woolf"
1220,"Woolf_Night_1919_18","Woolf"
1221,"Woolf_Night_1919_19","Woolf"
1222,"Woolf_Night_1919_20","Woolf"
1223,"Woolf_Night_1919_21","Woolf"
1224,"Woolf_Night_1919_22","Woolf"
1225,"Woolf_Night_1919_23","Woolf"
1226,"Woolf_Night_1919_24","Woolf"
1227,"Woolf_Night_1919_25","Woolf"
1228,"Woolf_Night_1919_26","Woolf"
1229,"Woolf_Night_1919_27","Woolf"
1230,"Woolf_Night_1919_28","Woolf"
1231,"Woolf_Night_1919_29","Woolf"
1232,"Woolf_Night_1919_30","Woolf"
1233,"Woolf_Night_1919_31","Woolf"
